class_id,text
2,"Very well said. You are a true hero, not only to the district you represent, but also for all people that deserve better. We need more like you in our government. Get it, Queen."
0,"I agree fully, but why are only Democrats held accountable for their actions?"
0,Thank you. The sexual violence and abuse by powerful men can no longer be ignored.
0,"Alexandria Ocasio-Cortez unrelated I know.
I’m from the UK and haven’t heard any official speak about what’s happening with Line 3.

A treaty is currently being broken, US law enforcement paid by the Canadian oil company for man power.
The indigenous need help along with many endangered species that rely on that water."
0,Well he is guilty like the former Orange Man female genitalia grabber. And all those who cover for them are abuser too.
0,"For every courageous women who refuse to be abused in silence there are multiples who still live in fear and suffering, they must feel safe to come forward, also there must be sever consequences for those who help the harasser cover up"
0,"I'm still waiting for the media and democrats to pressure Congressman Matt Gaetz to do the same and also legally force Trump's hand to submit his DNA in a possible rape case. Cuomo resigning is a win, and his replacement looks very promising comparably, but we need to pressure the other side of the aisle enough to get similar results."
0,"I love this. As a fellow Democrat I'm glad he resigned but am disappointed he seemed to feel no remorse, and took no blame. We have to be the party to take the higher ground, because we know they never will."
0,"I’m in awe of how AOC (or the person who runs her account) can articulate the modern complexities of civil rights. I do wish he was around to progress the Trump cases,I’m hoping it gets done with the same fortitude."
2,I don’t agree he should not have resigned. He was good for the state and got things done. This is the first time I have ever disagreed with AOC.
1,"Once again, the Democrats eat their young while Republicans revel in delight. I wonder how we'll all feel when a Republican wins the governorship and Trump gets a NY pardon."
2,Agreed. I was disappointed in his statement about the line being “redrawn”. It’s a face saving excuse and he needs to drop that and admit he knew he could flex his power over women because he’s been the governor. We need truth.
2,"Totalitarianism
doesn’t work without the introduction of delusional psychosis.
Also, narcissism."
0,"Thank you AOC, for helping blow the dust and cobwebs off institutions of power that have operated in the shadows for too long. Your courage is contagious and very much needed right now. ❤️"
0,"I agree with everything you said. But I am getting tired of the Dems always being the ones to stand up and take their own out for this type of BS behavior, while the GOP ignore it and let it continue and refuse to do the same with their own. We need to force them to do the same!"
2,We won’t forget how you forced Cuomo out with zero due process. Absolutely shameful. You will never hold higher office.
2,You need to recommrnd to your supporters what preferences to give for Mayor
0,AOC for president i love you Alexandria.
2,Thanks! Primary candidates NOT to vote for.
2,Thanks now i have the ones NOT to vote for
1,Are you kidding me you progressive's have destroyed NYC 😂😂😂
2,How convenient. A list of people I won't vote for. Thanks Alex.
1,"Anybody else notice that Dems have been running America’s cities and inner cities for 3-4 generations and havent fixed them yet? As a matter of fact they continue to get worse…worse schools, more homelessness, more crime, etc. Yet Dems want you to believe they have more, new ideas that will fix the mess they created. So isn’t voting D like the definition of insanity?"
0,All the very best for the outcome AOC.. 🙏🙏🙏❤️🌹🌹
0,AOC makes me wanna move to her district.
2,"I always liked Maya Wiley when she was guest on MSNBC. However, I never thought she was as RADICAL as Bernie and his squad. Hope, a more moderate wins!!"
2,Coming from a person who can't even take care of her own grandmother the poor lady lives in poverty well AFC lives in luxury how sad is that
2,I remember last year how you helped Ed Markey get reelected to the Senate and saw you on TV with my Congressman Seth Moulton this morning.
0,i love AOC...perhaps the most anti-American congresswoman in the U.S. Bella Abzug would whip her butt for all the bad things she says about the nation. I hope she gives up riding in a car or flying in a jet between DC and NYC. She should walk her way into the Green New Feel! AOC for Prez. The end of the National Socialist Democratic Party along with her.
0,AOC is my dream girl. She's so perfectly Beautiful ❤️ As far as the politics. You go girl.
2,"Puertorriqueños
que apoyan la estadidad para PR no voten por las personas que esta señora les dice recuerden como nos están boicoteando la estadidad para PR , no la apoyen , estadistas unidos en la unión esta la fuerza"
2,"New Yorkers, be sure not to vote for these candidates!"
2,"The average Missourian will need to agree to the digital dollar in the next few years.
I'll be working on it."
2,Now everyone knows who NOT to vote for.
1,A list of Communists not to vote for
2,Surely this wasn’t helped by the media stations your party owns lol
2,"If a doctor ""accidentally"" cut the wrong thing and a patient died they'd have their license tossed and lawyers on them faster than they could say ""my bad"""
2,Our country is in a violence crisis and we need to do something about it.
2,"Even if it was an ""accident,"" anyone in almost any other profession who ""accidentally"" kills someone would face severe consequences."
2,How about some personal accountability for the people that are breaking the law and putting themselves into this
2,"Please don’t continue to support the very system your party now has ostensible power over. The drones, the detentions, the platitudes about common ground with those without human compassion or decency. You were one of the few who gave average people hope. Don’t be Fredo I beg of you. Don’t break our hearts."
2,"Pouring gas on a fire. Investigation barely even begun. You're part of the problem, you're helping grow a ""guilty until Proven Innocent"" society. Unless it meets your agenda of course.
Shame on you."
2,"I am angry and appalled at the recent events involving police and deaths of young black men. With that out of the way,I am the mother of a hard working, caring, good police officer who puts his life in danger on a very consistent basis. While those that do wrong should without a doubt be punished, let's not forget that there are more good cops than bad ones. Recruitment of police officers in this day and age is a challenge and it doesn't help that they are not paid enough for what they do either. Just remember to judge the individual for their actions and not every cop on the beat. I sincerely hope to see change to make everyone safer"
2,It’s a tragic incident for all parties involved.. so sad he had to resist and cause the escalation.
1,Way to incite violence Alexandria Ocasio-Cortez. A mistake that cost someone their life and was admitted to by the cop. End of story.
0,It is always right to criticize law enforcement in the United States. People think it's a crime -- especially after -- but it's a right.
0,"I heard a report today that none of the Brooklyn Center police force actually live in the community. If this is true, this is also a problem. A community's police department should reflect the community in which they protect and serve. This won't solve everything, but if the police are of the people of their community, they may have a different level of investment in its people. And more good police need to call out bad police."
2,"Question is , what are you politicians doing about it , or do you prefer to talk just enough to get re-elected? Do what they need you to do instead of saying it if you really want to make a difference! Once election season come around we the people Hear and watch nothing but promises and no action !"
1,"At the same time why not educate the ppl not to flee and obey the officers orders, in most cases at the max you would be arrested, warned or cited for wrong doing. But if you have a warrant ofcourse they arrest you. Obeying officers orders was one of things I was taught by my seniors when I arrived into US into 2006. Hope the young and vulnerable learn a lesson in addition to better training and rules for the officers to bring a positive change in the society. Bashing each other and politicizing the issue will only make mattes worse. Side note that kid at 20 should be in college not parenting a 2yr old boy, thats a broader problem this cntry has to address."
1,Just another reminder that it’s a dangerous profession being a criminal and resisting arrest. Let’s hold the criminals as accountable as we all want police to be.
1,"It was an unfortunate accident. At the end of the day the main lesson that should be learned from all of these unfortunate events is, ( stop resisting arrest). It will never end well. You fight the arrest in court, not on the street. Stop pointing the finger and take some personal accountability.
If you really want to lead Ms. Cortez, then this should be your message. I know you have good intentions, but you're going at this from the wrong direction."
2,"Your comments are not based on on emotion and presumption. The facts in this case do not support your assertions.This is very irresponsible behavior from a public figure and I would expect that people in positions of power and influence would feel the need to hold themselves to a higher standard. Great leaders seek the facts and stand up for what is right even when it is not popular. They bring people together, they don't divide and instigate."
2,His mistake costs him his life. Her mistake gets her early retirement with a pension and a chance to double dip with another police dept.
2,Or.. It was a criminal with a warrant resisting arrest who unfortunately was shot during a tragic
2,"The actual investigation has barely started. She admitted her mistake verbally on body cam. She resigned, she will be going to court. Ppl so negative b4 anything has even happened."
0,"The real way to end this type of crap is:
- Remove qualified immunity.
- Require ALL officers to carry $1M in malpractice insurance just like doctors and lawyers.
- Tie civil awards to the police retirement fund. Example: If there is a $3M award for misconduct $1M comes from the officer's insurance and the $2M comes from the retirement fund and NOT the tax payers.
- Create a national database of discredited officers (just like they do with lawyers and doctors) so if they apply for another law enforcement position their past WILL follow them."
2,How about people comply with the officers orders. Do not resist
0,"Excuse me for saying so, but it seems a bit odd that a woman who has been a police officer for 26yrs would 'mistakenly' draw her gun thinking it was her taser, if she doesn't know the difference between the two after 26yrs then she shouldn't be a cop at all and she sure as hell shouldn't be excused, or forgiven, for making such a stupid, not to mention fatal, rookie mistake..."
2,She should not be allowed to keep her pension!
0,how does a 25 year veteran not know the difference between a GUN and a Taser? O r better still how do they not know that the punishment for expired tags or misdemeanors is still NOT DEATH.
1,"...says the socialist who wants to increase state violence, authority, and spending."
2,Definitely a tragedy and avoidable. Maybe not run from the cops also. That might help
0,"The reason the cops pulled Daunte Wright over: He had an air freshener dangling from his mirror which was supposedly blocking his view.

I feel like that part of the story doesn’t get enough attention. Really makes you wonder if they were just looking for a reason to pull people over."
0,"Let’s not forget the mass proliferation of guns among USA citizens...so that police fear being killed with every racially profiled pull over. You can thank the misinterpretati
on of the second amendment and the NRA for that."
2,Time to end qualified immunity.
1,Tip of the day: Don’t fight with the police if you don’t want to get shot.
2,"When our grandchildrens grandchildren won't be able to pay back what we spent, it's too much. Especially when the entity responsible for ""fixing the problem"" is well known for its past great successes like the war on drugs, the war on terror, the war on poverty, etc."
2,Funny they never say it's too much when waging war.
2,Too much is when you decimate the American economy and send manufacturing jobs overseas only to create even worse pollution on the other side of the earth. Too much is when the government spends seniors SS money on programs to create more dependent voters. Too much is when govt overregulates businesses including child care facilities so much that they need a lawyer in house to navigate those laws/ regulations.
0,Bernie is not radical. He's just a honest to god democrat. The corporate lobbies just hate the truth. What made america great was a strong middle class not a handful of billionaires. Reasonable people need to vote. Not just the clowns.
0,"Crazy

They'll make you poor,
then shame you for being poor,
then push you into a job that keeps you poor
at a billionaire megacorporation
.

They'll make you crazy,
then shame you for being crazy,
then sell you the cure for crazy
at eighty bucks a pill.

You're a failure if you can't make ends meet
on impossible wages at an impossible cost of living
with a worthless degree you will never pay off no matter how hard you work
while advertisers blare at you about your insufficiencies
,
while the news man tells you war is normal,
while Hollywood tells you the system is working perfectly,
while armed police guard grocery store dumpsters full of food from the hungry,
while executives go on five billion-dollar space rides for fun,
while you live surrounded by screens that tell you you are crazy
if you think any of this is not sane.

Take Oligarchizac™ for your depression,
take Plutocracipam™ for your anxiety,
just ninety bucks a pill.
Side effects may include compliance,
acquiescence, subservience, docility,
menticidal ideation,
a marked lack of interest in guillotines,
a dystopian society and a dying biosphere.

And the pundit says
""A new study by a Raytheon-funded
think tank says war is good for the environment,
but first here's a millionaire to explain the benefits of urinating on the homeless.""

And Hollywood says
""Here's a movie about well-dressed attractive people with nice houses
engaging in amusing antics you're too poor and stressed out to experience yourself.""

And the news man says
""Here's a rags-to-riches story which proves capitalism works fine
and you should hate yourself if you can't hack it here.""

And the advertisement says
""Do you feel like you're losing your mind due to your sense of inadequacy
because you can't afford Google's latest NSA surveillance device?
Ask your doctor about Empiradol™,
just a hundred bucks a pill.""

They lock us in a room
and fill the room with water
and then shame us for drowning
and then charge us for tiny gasps of air
from a hose that leads to an ecosystem
that they are destroying as quickly as they can.

And hey I've invented a new antidepressant anti-anxiety antipsychotic
that I'm getting to market as quickly as I can.
It's not a pill or a jab or an electrical shock treatment,
it's just a big wad of cash taken by force from thieving megacorporation
s.
Side effects may include peace and relaxation,
an ability to buy food and think clearly,
a fondness for red flags,
and a hysterical corporate media.

And hey I think we just might make it,
past the veil of madness and cutthroat cruelty.

And hey I think there's something deep within us
as yet untapped and as yet unrealized.

And hey I think an earthquake's coming
that just might topple the towers of madness
once and for/crazy"
2,"How about saving the American people who put you in your senate seat? When you said you had the people in your forefront I didn’t know you meant the people of the taliban and the people of Haiti! What about us, the American families who if ever needed your help, needs your help now. Why does our government always turn their back on us to help foreign people? You need to look in your own backyard before looking to people outside this country!!!"
1,"But all you do is talk, Bernie, you don't do anything about it"
2,"Only the wealthy are allowed dreams, the rest of us are just here to service them!"
2,"Dignity went out the window about 386 ""back in my day, (racist, misogynist, homophobic or xenophobic rant)""s ago."
2,"“Too much,” would be so much healthcare that it ruins the planet for my kids.
“Too much child care” is the point where companies continue to refuse to pay a living wage because they can rely on the government to force workers back into their jobs.
Your appeal to emotion is warranted, and there should be a conversation, but also given the way the federal government has screwed everyone with the ACA, it’s not surprising people are wary of giving more money and freedom to the fed."
2,"Where is the mention of people with disabilities?!?
Vermont has disabilities and aging in same government department, yet once again, we are left out!
Is it too much to include people on and affordable accessible housing and need for better organization of getting information out in large print in text style that suits adults with invisible disabilities and being certain screen reader accessible rather than making it disabled person needs to be a job provider, taking away our rights and true abilities and continuing to live at low income or other wise from family and friend because not all of us qualify for services and are at same time not qualified for a job or discriminated and can’t afford our living needs"
1,"“Saving the planet.”

That statement is so moronic. Nothing humans can do can save the planet. Be responsible, teach good practices, but no amount of money paid to the government will have any impact on improving or changing the environment."
0,"How much is ""too much"" when it comes to student debt? Please do what was promised to the voters and provide relief and assistance to a broken system."
1,"You mean taxing more. Very noble intention, but how we solve there is where the problem lies. You Leftists make policies based on emotions instead of coming with rational ones. America has been sending money abroad, lots of them, we can instead use them to help our seniors and to fund child care. We could use capitalism instead of socialism to fund these important expenditures. Imposing more taxes just compels businesses like Nike to outsource jobs to China."
2,"If you're asking in America, than ""Too Much"" is anything more than zero. 🤷🏽‍♂️🇺🇸🤑"
0,Lower qualifying for of Medicare to 60.
2,We have the house and senate no excuse
2,Bernie's head is likely to explode if this Bill doesn't make it through the Senate...
0,Nailed it Bernie...
2,In A Materialistic Society?! I Don't Know..... 😢
0,Arrest trump and his cronies then things will be easier and better! Why are they allowing this?
2,The poor should do more to support our country and pay more taxes
2,"War, weapons manufacturers, mercenaries, CIA budget for coups and overthrowing democratically elected foreign leaders, 800+ military bases around the world, subsidies and weapons to Israel, tax cuts to the owners and major shareholders of corporations, back bailouts...thes
e are all sacrosanct in a petty dictatorship! The US is today's fascist oligarchy and taking care of citizens needs, infrastructure,
universal health care, schools, education, etc are just the crumbs left over to make do. No wonder the US is becoming a third world nation...if is necessary to make war and violence to keep the economy struggling along. It's like they can't believe that there is a better way after 200 years of bloodshed!"
2,"To the greedy elites, any amount that doesn't generate them wealth or directly benefit them is too much"
2,"Bernie Sanders
Are you ready for a radical statement? I happen to think that Joe Manchin is right. Yeah, physical infrastructure is terribly important. But I happen to think that the needs of the human beings of our country — working families, the children, the elderly, the poor — are even more important, and we can and must do both.
Look, everybody in America — whether you're Republican, Democrat or independent — understands that, for the last many years, the very richest people in this country and the largest corporations have done phenomenally well, while the working class and the middle class of this country struggle, and we have got close to 600,000 people sleeping out on the streets.

Elderly people in America can't afford to put dentures into their mouth. They have no teeth in their mouth in some cases, can't afford hearing aids, can't afford eyeglasses. Working families cannot afford child care for their kids. Young people cannot afford to go to college.

And then on top of all of that, the scientific community is telling us that we're looking at a cataclysmic crisis in terms of climate. Oregon is burning. California is burning.

People are drowning in New York City. Detroit is flooding. Siberia has seen the largest fire on Earth. Drought is happening in places all over the world.

The United States must lead the world in transforming our energy system away from fossil fuel. This is a crisis we are living in.

So, what polling tells us is that working families all over this country understand that NOW is the time for Congress to address the long neglected problems facing working families. Now is the time to have the wealthy and large corporations -- we've got billionaires in this country who don't pay a nickel in federal income tax.
So, I think we can do all of this. We can do the physical infrastructure.
We can do the reconciliation bill, create millions of good jobs, and finally tell the American people that we are going to stand up for working families — not just the rich and the powerful. Let's get it done.

Reminder: The actual cost of the Build Back Better Act is not $3.5 trillion, it's $0. The funding working families need is going to be paid for by taxing the wealthiest and corporations."
2,“Too much” is when the elite’s hegemony is broken.
1,How long is too long. To long for a politician to be in office and do nothing? You Bernie have done nothing. So leave.
1,"As of the latest Gallup poll, Biden only has a 43 percent approval rating. So, whether you like it or not, the American people are not on your side. Time and time again, we've seen that the REAL America is far more conservative than the media would have us believe. McConnell and his party know they can stall until the midterms because they have more support than you. And you have to wonder how long it's going to take for progressives to accept that fact and learn to work with conservatives to get things done instead of always being adversarial and accomplishing almost nothing."
1,"How much is Too Much when you're talking about the gross overtaxation laws that senators like you and Warren want to sneak in to the infrastructure bill that applies specifically to Cryptocurrency?
I'll gladly answer your question when you answer mine 👌"
1,"Idk ask China and India about saving the planet while China builds coal facilities in record numbers?
Idk ask democrat ex and current governors that murdered seniors by the thousands?
Idk ask planned parenthood if childcare is affordable?
All the straight priorities of ur party."
2,"Here's an idea:
End Billionaires Disease, before it ends all life on earth.
Clearly, one cannot attain infinite wealth on a finite planet, without causing serious harm to the environment.
The scientific evidence is abundant, undeniably.

To govern a thing, is to limit a thing.
To consume a thing, is to extinguish a thing.
Clearly, we're facing a failure in global leadership in big business and the many governments they now outright control.

Therefore, no one or thing should be allowed to accumulate so much cash that they can then use to hold others in jeopardy for their own benefit.

There's only one almost national party that has a written platform that addresses the many foul policies enacted by the parties over the last many/ beyond the grasp of Unregulated Capitalism.

Bernie, I'm amazed you allowed the D's to bamboozle you as they have and continue to do. Why on earth did you not amplify their"
1,"Bernie, the people are damn tired if yiur daily ,lies abd B.S, Man can not save the planet , the hurricanes, fires, Floods, Volcanos, Are all natural ocerrances, The fures in the tern united states, Have been comeing kike clock w I r km s, every year fir bilkions if yers, Some years are wirse than ithers And Arson hs been a big factor as well, The Hurricanes the sanpme, Like clock work year after year, For billiins of years, And again in some years tgphey are worse, And more frequent Which has also been the case over the billions of years, You have said never befire have we seen such stringbstorms,m
m Sure we have, As thevhistiry books wuth photoscand first hand accounts, And body ciunts, show us. The hurricans we have seen this year, in louisiana, Were strong , But thevdamge therecwas because, zbuikdingbsnd living there should not be allowed,mm Given thst the enturecstate almost, is many many feet below sea kevel, And engineering, has Proven not to work there, There is no glibal warming Bernie, zexceot fir the Hot air you expell, with yiur lies."
1,"Like Moses the raven, Bernie tells big stories and does zero work."
0,"Bernie nails it, once again."
1,Ahh shut up you communist bum.
1,Bernie is a mentally ill communist and a tax won't change the weather.
2,How about China?
1,Flat tax everybody pays 15%
2,"How much is too much when you’re taking about tax breaks for rich folks?

How much is too much when you’re talking about Israeli defense?"
1,Hard to believe that you morons think that Bernie Sanders is saving the planet.
1,Oh how's the economy in Venezuela doing Bernie
2,"CongressHasTheP
owerOfThePurse TheDeficitMyth"
1,So this administration increases food stamps payouts 25% and yet social security not even 3%. So if you've worked all your life and played by the rules the Democrats show their appreciation by throwing you crumbs as a social security recipient but if you come here from another country or you going food stamps it seems like you priorities are misconstrued
2,"$8 trillion on a 20yr resource war at a tremendous net loss of resources in Afghanistan, The Graveyard of Empires Alexander the Great, The British, and The Soviets warned you to stay out of is too much."
2,Why does everything have to be done in these ridiculous omnibus spending bills?
0,You and the rich can pay. Stop trying to make workers buy into more expense to live.
2,"FISCAL CLIFF LESSON:

* US Tax Revenue: $2,170,000,000,
000
* Fed Budget: $3,820,000,000,
000
* New Debt: $1,650,000,000,
000
* National Debt: $14,271,000,000
,000
* Recent Budget Cuts: $38,500,000,000

NOW, let’s remove 8 zeros & pretend it’s a household budget:

* Annual Family Income: $21,700
* Money Family Spent: $38,200
* New Credit Card Debt: $16,500
* Outstanding Balance on Credit card: $142,710
* Total Budget Cuts so far: $38.50

GOT IT?"
2,"FISCAL CLIFF LESSON:

* US Tax Revenue: $2,170,000,000,
000
* Fed Budget: $3,820,000,000,
000
* New Debt: $1,650,000,000,
000
* National Debt: $14,271,000,000
,000
* Recent Budget Cuts: $38,500,000,000

NOW, let’s remove 8 zeros & pretend it’s a household budget:

* Annual Family Income: $21,700
* Money Family Spent: $38,200
* New Credit Card Debt: $16,500
* Outstanding Balance on Credit card: $142,710
* Total Budget Cuts so far: $38.50

GOT IT?"
0,Why do foreigners think all africans are scammer.u guys should know that good people are also here in africa
2,"Moderate democrats: ""Yeah you're right....but taxes....."""
2,"When it's other peoples' money and, as a politician, you have no skin in the game or care for the repercussions of your moronic decisions...uhh
...I guess it is more lack of repercussions since politicians don't seem to suffer any...so spending has no limit. The sycophants are never going to question you Boiny so keep up with the idiotic, economy crushing BS."
0,"Thank you, Bernie!!"
0,"Spot on, Bernie."
2,It's easy to say that when it's coming out of tax payer pocket and add trillions to the national debt with our children and there children will have to make up for. Plus you and AOC refuse to invest any attention to carbon capture and nuclear-power.
2,"November marks a year….
Nothing passed in Congress.
Democrats are bought, like the Republicans."
1,How much is too much when you communists want to tax a working persons paycheck 🖕🏼
1,"First non essential spending has to, pampering your voters (they shouldn’t need the rich to change their diapers for a lifetime) funding murder of children, allowing crime, illegal immigration (maybe one day your voters will have to share) of course battling mother nature by yourself will accomplish nothing but other nations laughing at us as they save. The insanity goes on and on."
2,"So, money grow on trees and we have unlimited amounts of money? You communist!"
1,"You forgetting to make sure the grifting kkkleptocrats and kkkorporations get their cut of whatever scheme. 2 for them, 1 for the bankkkers and 0 plus interest for the commoner."
1,Joe Biden is a threat to our future. He's done nothing to address climate change or universal Healthcare. In fact he's just as bad as Trump when it comes to sending away refugees. No more status quo. We need radical change. Now.
0,"Father God, Creator, Mother Earth, Bless Honorable Senator Sanders, For Speaking The Truth, Caring And Standing Up For All People, Amen.

TaxTheRich, Amen.
TaxTheMegaChurc
hes, Amen.
GoProgress, Amen.
FairJusticeDemo
crat's, Amen."
0,Agreed Sen Sanders
0,Republicans had no problem spending 2 trillion under Trump. Now they are tripping about the debt. McConnell needs to get hit with a truck.
0,"The best investment with the highest rate of return is to buy a politician(s). No investment, not stocks, not bonds, not precious metals, nor real estate, has as high of a rate of return as buying a politician to make or change laws to the benefit of the investor’s bottom line."
2,This is so disgusting and it’s been going on for decades. It is time for reforms!
2,"Every day BigPharma commits crimes against Humanity but goes unpunished. Yet a person who steals something worth less than $50 is often punished with jail time!
The individuals who make up Big Pharma are guilty. They have no consciences and must be among the most selfish people on earth."
2,Enough lobbyist to buy all of congress.
1,"Bernie, you have been part of the system your entire adult life. And you have allowed this to happen. Shame on you!! Fix it now!"
0,Damn shame. Poor people don’t have a chance in this country
0,thank you Bernie for caring . now make a law to Stop Lobbyist .
0,"If Medicare was allowed to negotiate prices it would save 60B that could be apply to better coverage, so anyone voting against this is working for big pharma."
0,All contributions by corporations to any political committee or for any political purpose should be forbidden by law. -Teddy Roosevelt
2,"That's a problem. So are the length of tenure some of these dinosaurs have. While we're at it, campaign funding is out of control too. Most of congress is owned."
2,This is why nobody trusts politicians. This should have been done a long time ago!!!!
2,"This is why I go on and on about how our voting doesn't do what our consumerism does in the way of influencing our lawmakers.

We have to include our consumerism as a form of voting.

We have to consider every dollar as an individual vote. Granted we don't always have the choices we want but we are still making very powerful voting choices with every dollar we spend or withhold until changes are made.

We need to talk with our family and friends about this. Word of mouth is still a powerful form of advertisement."
0,"What absolutely NEEDS to be done is to overturn Nixon’s law that “nixed” non-profit health care that was then in existence. He changed it (as a favor for a special crony) by legalizing “Profitization”
in Health Care!!! Nixon’s law can be reversed! Email your representatives
. NOW!"
2,Thing there shod only be like ten lobbyest for each industry it save these companies lost of money
2,"If you want to eliminate the influence of lobbyists, have virtually all of the congressional meetings done ""virtually"" on line. No real need for Senator Sanders to leave Burlington or any of the reps or senators to leave their districts. Changes the lobbying game significantly if the people are scattered across the country."
2,"And how is it that you are going to achieve that Senator Bernie Sanders ? The problem are the members of Congress, who are willing to put the profits of Big Pharma, and other big donors, before the needs of the constituents they are supposed to represent. Please feel free to explain with details, what is it that you have in mind to resolve such systematic issue."
2,"Welp, there went 15 dollars an hour.
Inflation is a funny little ol beast ain't it.
Wages go up, prices go up. Wages go up, prices go up. Economics 101. Market prices will rise to what the market will bear.

In the wake of promised increases in wages, the prices will rise.

Now we hear the prices of meat are going up?
And will they go back down when supplies have returned to pre Covid prices?
My guess, nope."
2,"""In 2018, the average insulin prices in the US was $98.70, compared to $6.94 in Australia, $12.00 in Canada, and $7.52 in the UK.""

That is where the wages for these unnecessary lobbyists paying themselves is coming from."
2,This needs to be put on a ballot so we the people could vote on it. It should not be left up to congress or senate!
2,"How about some legislation that lobbyists could only contribute as much as the voting public. Yes, that would mean that the amount of lobbyists would increase dramatically, but the costs to the companies paying these lobbyists would also increase dramatically."
0,"Thank you, Senator Sanders, I support the Reconciliation Bill in it’s entirety. It is long overdue!!! Again, thank you for caring about the American people and this planet."
2,The system is rotten to the core.... greed and the addiction for money can corrupt all
0,"Sen Bernie Sanders Sir,
Most Americans are highly impressed seeing your tearing effort to make a sound syestem for working people.
These lobbyist must be stopped to exploit both Congressmen and Most Americans.
Figure is too high to temper any syestem!!
Urge upon Members Congress, please look after the dignity of living of Americans rationally NOT compromising for few phymecutical magnets."
0,Just saw you on c-span on budget! YOU GO BERNIE! You give me hope that your colleagues might pull there heads out of their pockets and start taking care of things!
0,Here is the example of oligarchy + capitalism = disaster
0,99 percent is Republicans that do not work for the people or their country..
2,Why is lobbying of Congress legal??? Congress is supposed to work for the people of America.
2,"Money in politics, sure fire end to democracy…"
0,Ban lobbying from for profit industry.
0,"Thank goodness. I worked in an outsource pharmacy during the pandemic and saw every day the up charging of prescription medications to seniors. No one should have to pay $15,000 a month for life-saving medication."
2,"What we really need is TERM LIMITS, so crooked lifelong politicians like you can't keep screwing the working people."
2,So how much money do you take from them Senator?
2,"Get rid of all lobbiest, keep term limits.we will be a lot better off."
2,Definite crooked government control.... wake up!
0,Please Bernie get your colleagues on board.
1,Bernie Sanders How? making empty threats is easy. Actually doing something has yet to be seen.
2,people are literally dying every day over greed. enough is enough.
2,"And it continues, working really well, for big pharma."
2,Outlaw lobbying!
0,Thank you Bernie - For all that you do ❤️
2,"If it's against the law to bribe cops, attorneys why is Congress exempt?"
2,"And millions of voters continue to vote Republican against universal healthcare, and the bribing of politicians by corporations"
2,That's coercion and it's illegal. Punishable by 3 years in prison. Just enforce the law.
1,Most innovative pharmaceutical industry in the world. Don’t destroy it with your class warfare. You are too old to benefit from that innovation but it could help billions; unless you destroy it like all things people like you do when they are empowered
